sheet,category,code,name,tier,unit_price,hours,equipment,hourly_rate,material_mark_up,description
HVAC,Start Assist Kits,ACR0240,Start Assist Kit up to 3 Tons,STANDARD,493.41,0.5,39.59,865.00,60.91,Install new hard start kit to assist in starting a compressor that will not start under normal conditions.  It prevents high am draws which may trip breakers.
HVAC,Start Assist Kits,ACR0240,Start Assist Kit up to 3 Tons,RUMI,548.23,0.5,39.59,865.00,60.91,Install new hard start kit to assist in starting a compressor that will not start under normal conditions.  It prevents high am draws which may trip breakers.
HVAC,Start Assist Kits,ACR0240,Start Assist Kit 3.5 to 5 Tons,MEMBER,543.20,0.6,54.96,865.00,84.55,Install new hard start kit to assist in starting a compressor that will not start under normal conditions.  It prevents high am draws which may trip breakers.
HVAC,Start Assist Kits,ACR0240,Start Assist Kit 3.5 to 5 Tons,STANDARD,603.55,0.6,54.96,865.00,84.55,Install new hard start kit to assist in starting a compressor that will not start under normal conditions.  It prevents high am draws which may trip breakers.
HVAC,Start Assist Kits,ACR0240,Start Assist Kit 3.5 to 5 Tons,RUMI,670.62,0.6,54.96,865.00,84.55,Install new hard start kit to assist in starting a compressor that will not start under normal conditions.  It prevents high am draws which may trip breakers.
HVAC,Condenser Fan Motors,ACR0240,1/6-1/3 HP Outdoor Fan Motor,MEMBER,1238.28,1,357.61,865.00,510.87,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Motors,ACR0240,1/6-1/3 HP Outdoor Fan Motor,STANDARD,1375.87,1,357.61,865.00,510.87,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Motors,ACR0240,1/6-1/3 HP Outdoor Fan Motor,RUMI,1528.75,1,357.61,865.00,510.87,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Motors,ACR0240,1/2 HP Outdoor Fan Motor,MEMBER,1562.01,1.25,458.02,865.00,654.31,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Motors,ACR0240,1/2 HP Outdoor Fan Motor,STANDARD,1735.56,1.25,458.02,865.00,654.31,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Motors,ACR0240,1/2 HP Outdoor Fan Motor,RUMI,1928.40,1.25,458.02,865.00,654.31,"Replace defective condenser fan motor with new, includes new run capacitor"
HVAC,Condenser Fan Blades,ACR0240,"10""-14"" Condenser Fan Blade",MEMBER,489.42,0.4,128.57,865.00,197.80,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"10""-14"" Condenser Fan Blade",STANDARD,543.80,0.4,128.57,865.00,197.80,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"10""-14"" Condenser Fan Blade",RUMI,604.22,0.4,128.57,865.00,197.80,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"16-20"" Condenser Fan Blade",MEMBER,506.85,0.4,141.16,865.00,217.17,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"16-20"" Condenser Fan Blade",STANDARD,563.17,0.4,141.16,865.00,217.17,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"16-20"" Condenser Fan Blade",RUMI,625.74,0.4,141.16,865.00,217.17,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"22""-26"" Condenser Fan Blade",MEMBER,599.99,0.4,224.46,865.00,320.66,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"22""-26"" Condenser Fan Blade",STANDARD,666.66,0.4,224.46,865.00,320.66,"Remove fan grill, and replace fan blade w/new"
HVAC,Condenser Fan Blades,ACR0240,"22""-26"" Condenser Fan Blade",RUMI,740.73,0.4,224.46,865.00,320.66,"Remove fan grill, and replace fan blade w/new"
HVAC,Circuit Breakers,ACR0240,15 to 20 Amp Single Pole Breaker,MEMBER,458.48,0.5,50.00,865.00,76.92,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,15 to 20 Amp Single Pole Breaker,STANDARD,509.42,0.5,50.00,865.00,76.92,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,15 to 20 Amp Single Pole Breaker,RUMI,566.03,0.5,50.00,865.00,76.92,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,30 to 40 Amp Double Pole Breaker,MEMBER,479.25,0.5,65.00,865.00,100.00,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,30 to 40 Amp Double Pole Breaker,STANDARD,532.50,0.5,65.00,865.00,100.00,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,30 to 40 Amp Double Pole Breaker,RUMI,591.67,0.5,65.00,865.00,100.00,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,50 to 60 Amp Double Pole Breaker,MEMBER,506.94,0.5,85.00,865.00,130.77,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,50 to 60 Amp Double Pole Breaker,STANDARD,563.27,0.5,85.00,865.00,130.77,Replace defective cirucit breaker with new
HVAC,Circuit Breakers,ACR0240,50 to 60 Amp Double Pole Breaker,RUMI,625.85,0.5,85.00,865.00,130.77,Replace defective cirucit breaker with new
HVAC,Cartridge Style Circuit Protectors,ACR0240,15 to 30 Amp (2 Included),MEMBER,93.63,0.1,11.40,865.00,17.54,Replace defective fuses w/new
HVAC,Cartridge Style Circuit Protectors,ACR0240,15 to 30 Amp (2 Included),STANDARD,104.04,0.1,11.40,865.00,17.54,Replace defective fuses w/new
HVAC,Cartridge Style Circuit Protectors,ACR0240,15 to 30 Amp (2 Included),RUMI,115.60,0.1,11.40,865.00,17.54,Replace defective fuses w/new
HVAC,Cartridge Style Circuit Protectors,ACR0240,35 to 60 Amp (2 Included),MEMBER,101.11,0.1,16.80,865.00,25.85,Replace defective fuses w/new
HVAC,Cartridge Style Circuit Protectors,ACR0240,35 to 60 Amp (2 Included),STANDARD,112.35,0.1,16.80,865.00,25.85,Replace defective fuses w/new
HVAC,Cartridge Style Circuit Protectors,ACR0240,35 to 60 Amp (2 Included),RUMI,124.83,0.1,16.80,865.00,25.85,Replace defective fuses w/new
HVAC,Disconnect Boxes,ACR0240,60 Amp Disconnect Box & New UV Resistant Whip,MEMBER,872.89,1,68.17,865.00,104.88,Install new 60 amp disconnect box
HVAC,Disconnect Boxes,ACR0240,60 Amp Disconnect Box & New UV Resistant Whip,STANDARD,969.88,1,68.17,865.00,104.88,Install new 60 amp disconnect box
HVAC,Disconnect Boxes,ACR0240,60 Amp Disconnect Box & New UV Resistant Whip,RUMI,1077.64,1,68.17,865.00,104.88,Install new 60 amp disconnect box
HVAC,Electrical Wiring Repairs,ACR0240,Electrical Troubleshooting (In Addition to Diagnostic),MEMBER,240.47,0.3,5.00,865.00,7.69,Locate short or fault in electrical wiring
HVAC,Electrical Wiring Repairs,ACR0240,Electrical Troubleshooting (In Addition to Diagnostic),STANDARD,267.19,0.3,5.00,865.00,7.69,Locate short or fault in electrical wiring
HVAC,Electrical Wiring Repairs,ACR0240,Electrical Troubleshooting (In Addition to Diagnostic),RUMI,296.88,0.3,5.00,865.00,7.69,Locate short or fault in electrical wiring
HVAC,Electrical Wiring Repairs,ACR0240,Run New Thermostat Wire up to 20',MEMBER,437.71,0.5,35.00,865.00,53.85,Run new thermostat wire to relocate thermostat (no fishing)
HVAC,Electrical Wiring Repairs,ACR0240,Run New Thermostat Wire up to 20',STANDARD,486.35,0.5,35.00,865.00,53.85,Run new thermostat wire to relocate thermostat (no fishing)
HVAC,Electrical Wiring Repairs,ACR0240,Run New Thermostat Wire up to 20',RUMI,540.38,0.5,35.00,865.00,53.85,Run new thermostat wire to relocate thermostat (no fishing)
HVAC,Electrical Wiring Repairs,ACR0240,Replace High Voltage Whip on Condenser/HP,MEMBER,282.01,0.3,35.00,865.00,53.85,"Remove old high voltage lines and conduit, replace with new lines, seal-tite & fittings"
HVAC,Electrical Wiring Repairs,ACR0240,Replace High Voltage Whip on Condenser/HP,STANDARD,313.35,0.3,35.00,865.00,53.85,"Remove old high voltage lines and conduit, replace with new lines, seal-tite & fittings"
HVAC,Electrical Wiring Repairs,ACR0240,Replace High Voltage Whip on Condenser/HP,RUMI,348.16,0.3,35.00,865.00,53.85,"Remove old high voltage lines and conduit, replace with new lines, seal-tite & fittings"
HVAC,Electrical Wiring Repairs,ACR0240,Compressor Wiring Kit,MEMBER,479.25,0.5,65.00,865.00,100.00,"Removed old compressor wiring, file down terminals, install new compressor wiring kit with connectors, and rewire system"
HVAC,Electrical Wiring Repairs,ACR0240,Compressor Wiring Kit,STANDARD,532.50,0.5,65.00,865.00,100.00,"Removed old compressor wiring, file down terminals, install new compressor wiring kit with connectors, and rewire system"
HVAC,Electrical Wiring Repairs,ACR0240,Compressor Wiring Kit,RUMI,591.67,0.5,65.00,865.00,100.00,"Removed old compressor wiring, file down terminals, install new compressor wiring kit with connectors, and rewire system"
HVAC,Electrical Wiring Repairs,ACR0240,Basic Electrical Repair,MEMBER,254.32,0.3,15.00,865.00,23.08,"Correct defective wiring, replace blown control fuse, tighten loose connection"
HVAC,Electrical Wiring Repairs,ACR0240,Basic Electrical Repair,STANDARD,282.58,0.3,15.00,865.00,23.08,"Correct defective wiring, replace blown control fuse, tighten loose connection"
HVAC,Electrical Wiring Repairs,ACR0240,Basic Electrical Repair,RUMI,313.97,0.3,15.00,865.00,23.08,"Correct defective wiring, replace blown control fuse, tighten loose connection"
HVAC,Electrical Wiring Repairs,ACR0240,Replace 3A fuse on control board,MEMBER,85.88,0.1,5.80,865.00,8.92,Repalce 3 Amp fuse
HVAC,Electrical Wiring Repairs,ACR0240,Replace 3A fuse on control board,STANDARD,95.42,0.1,5.80,865.00,8.92,Repalce 3 Amp fuse
HVAC,Electrical Wiring Repairs,ACR0240,Replace 3A fuse on control board,RUMI,106.03,0.1,5.80,865.00,8.92,Repalce 3 Amp fuse
HVAC,Compressor Replacement,ACR0240,1.5 Ton Compressor Change Out 1 Phase,MEMBER,3838.73,3,1169.18,865.00,1670.26,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,1.5 Ton Compressor Change Out 1 Phase,STANDARD,4265.26,3,1169.18,865.00,1670.26,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,1.5 Ton Compressor Change Out 1 Phase,RUMI,4739.17,3,1169.18,865.00,1670.26,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2 Ton Compressor Change Out 1 Phase,MEMBER,4269.81,3,1504.46,865.00,2149.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2 Ton Compressor Change Out 1 Phase,STANDARD,4744.23,3,1504.46,865.00,2149.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2 Ton Compressor Change Out 1 Phase,RUMI,5271.37,3,1504.46,865.00,2149.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2.5 Ton Compressor Change Out 1 Phase,MEMBER,4545.39,3,1718.80,865.00,2455.43,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2.5 Ton Compressor Change Out 1 Phase,STANDARD,5050.43,3,1718.80,865.00,2455.43,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,2.5 Ton Compressor Change Out 1 Phase,RUMI,5611.59,3,1718.80,865.00,2455.43,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3 Ton Compressor Change Out 1 Phase,MEMBER,4485.21,3,1672.00,865.00,2388.57,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3 Ton Compressor Change Out 1 Phase,STANDARD,4983.57,3,1672.00,865.00,2388.57,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3 Ton Compressor Change Out 1 Phase,RUMI,5537.30,3,1672.00,865.00,2388.57,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3.5 Ton Compressor Change Out 1 Phase,MEMBER,4501.39,3,1684.58,865.00,2406.54,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3.5 Ton Compressor Change Out 1 Phase,STANDARD,5001.54,3,1684.58,865.00,2406.54,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,3.5 Ton Compressor Change Out 1 Phase,RUMI,5557.27,3,1684.58,865.00,2406.54,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,4 Ton Compressor Change Out 1 Phase,MEMBER,4782.81,3,1903.46,865.00,2719.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,4 Ton Compressor Change Out 1 Phase,STANDARD,5314.23,3,1903.46,865.00,2719.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,4 Ton Compressor Change Out 1 Phase,RUMI,5904.70,3,1903.46,865.00,2719.23,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,5 Ton Compressor Change Out 1 Phase,MEMBER,5020.23,3,2088.12,865.00,2983.03,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,5 Ton Compressor Change Out 1 Phase,STANDARD,5578.03,3,2088.12,865.00,2983.03,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,5 Ton Compressor Change Out 1 Phase,RUMI,6197.81,3,2088.12,865.00,2983.03,"Remove and recycle old refrigerant, remove old compressor, install new compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,Warranty Compressor Change Out 1 Phase,MEMBER,1739.77,2,132.00,865.00,203.08,"Remove and recycle old refrigerant, remove old compressor, install new warranty compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,Warranty Compressor Change Out 1 Phase,STANDARD,1933.08,2,132.00,865.00,203.08,"Remove and recycle old refrigerant, remove old compressor, install new warranty compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,Warranty Compressor Change Out 1 Phase,RUMI,2147.86,2,132.00,865.00,203.08,"Remove and recycle old refrigerant, remove old compressor, install new warranty compressor with new filter drier, evacuate syatem, leak test, and recharge."
HVAC,Compressor Replacement,ACR0240,Install Sound Blanket,MEMBER,245.70,0.2,65.00,865.00,100.00,Install sound blanket on compressor
HVAC,Compressor Replacement,ACR0240,Install Sound Blanket,STANDARD,273.00,0.2,65.00,865.00,100.00,Install sound blanket on compressor
HVAC,Compressor Replacement,ACR0240,Install Sound Blanket,RUMI,303.33,0.2,65.00,865.00,100.00,Install sound blanket on compressor
HVAC,Evaporator Coil Replacement (with Orfice),ACR0240,1.5 Ton Evaporator Coil Replacement,MEMBER,2694.09,2.8,400.00,865.00,571.43,"Pump down refrigerant to condenser, remove old evaporator coil, install new evaporator coil, evacuate system, leak test, connect drain line, and recharge."
HVAC,Evaporator Coil Replacement (with Orfice),ACR0240,1.5 Ton Evaporator Coil Replacement,STANDARD,2993.43,2.8,400.00,865.00,571.43,"Pump down refrigerant to condenser, remove old evaporator coil, install new evaporator coil, evacuate system, leak test, connect drain line, and recharge."
HVAC,Evaporator Coil Replacement (with Orfice),ACR0240,1.5 Ton Evaporator Coil Replacement,RUMI,3326.03,2.8,400.00,865.00,571.43,"Pump down refrigerant to condenser, remove old evaporator coil, install new evaporator coil, evacuate system, leak test, connect drain line, and recharge."
HVAC,Evaporator Coil Replacement (with Orfice),ACR0240,2 Ton Evaporator Coil Replacement,MEMBER,2694.09,2.8,400.00,865.00,571.43,"Pump down refrigerant to condenser, remove old evaporator coil, install new evaporator coil, evacuate system, leak test, connect drain line, and recharge."
